CustomerKey,CustomerID,CustomerName,CustomerSegment,RegionKey,CustomerSince,Industry
1108,CUST-1108,Apex Customer 1108,SME,2,2019-04-17,Construction
1109,CUST-1109,Apex Customer 1109,SME,2,2020-07-15,Retail
1110,CUST-1110,Apex Customer 1110,SME,2,2022-03-21,Manufacturing
1111,CUST-1111,Apex Customer 1111,Enterprise,5,2020-10-16,Professional Services
1112,CUST-1112,Apex Customer 1112,SME,5,2021-12-08,Retail
1113,CUST-1113,Apex Customer 1113,Enterprise,6,2020-02-12,Manufacturing
1114,CUST-1114,Apex Customer 1114,SME,2,2022-05-12,Retail
1115,CUST-1115,Apex Customer 1115,SME,1,2020-11-10,Construction
1116,CUST-1116,Apex Customer 1116,Mid-Market,4,2022-10-15,Manufacturing
1117,CUST-1117,Apex Customer 1117,Mid-Market,2,2019-06-11,Education
1118,CUST-1118,Apex Customer 1118,Mid-Market,6,2021-01-20,Manufacturing
1119,CUST-1119,Apex Customer 1119,Mid-Market,4,2022-01-13,Hospitality
1120,CUST-1120,Apex Customer 1120,Mid-Market,3,2019-09-23,Healthcare
1121,CUST-1121,Apex Customer 1121,SME,5,2022-10-24,Manufacturing
1122,CUST-1122,Apex Customer 1122,Mid-Market,1,2021-12-19,Construction
1123,CUST-1123,Apex Customer 1123,Mid-Market,3,2020-03-14,Education
1124,CUST-1124,Apex Customer 1124,SME,2,2021-05-12,Retail
1125,CUST-1125,Apex Customer 1125,Mid-Market,4,2021-11-15,Healthcare
1126,CUST-1126,Apex Customer 1126,Mid-Market,2,2020-06-02,Healthcare
1127,CUST-1127,Apex Customer 1127,SME,2,2021-05-25,Healthcare
1128,CUST-1128,Apex Customer 1128,SME,2,2021-09-02,Hospitality
1129,CUST-1129,Apex Customer 1129,SME,1,2020-03-25,Hospitality
1130,CUST-1130,Apex Customer 1130,Mid-Market,3,2020-03-05,Education
1131,CUST-1131,Apex Customer 1131,SME,5,2022-07-16,Hospitality
1132,CUST-1132,Apex Customer 1132,SME,2,2019-07-21,Construction
1133,CUST-1133,Apex Customer 1133,Enterprise,6,2020-02-04,Retail
1134,CUST-1134,Apex Customer 1134,Enterprise,3,2022-09-02,Retail
1135,CUST-1135,Apex Customer 1135,SME,1,2023-03-23,Construction
1136,CUST-1136,Apex Customer 1136,SME,3,2019-11-21,Hospitality
1137,CUST-1137,Apex Customer 1137,SME,5,2023-02-27,Retail
1138,CUST-1138,Apex Customer 1138,SME,4,2019-12-18,Retail
1139,CUST-1139,Apex Customer 1139,Mid-Market,4,2021-10-25,Retail
1140,CUST-1140,Apex Customer 1140,Mid-Market,1,2020-09-20,Construction
1141,CUST-1141,Apex Customer 1141,Mid-Market,4,2019-08-27,Healthcare
1142,CUST-1142,Apex Customer 1142,Mid-Market,2,2023-11-05,Hospitality
1143,CUST-1143,Apex Customer 1143,SME,6,2023-08-06,Healthcare
1144,CUST-1144,Apex Customer 1144,Mid-Market,1,2022-08-12,Retail
1145,CUST-1145,Apex Customer 1145,SME,5,2020-09-10,Construction
1146,CUST-1146,Apex Customer 1146,SME,4,2023-09-11,Hospitality
1147,CUST-1147,Apex Customer 1147,Mid-Market,5,2023-12-19,Education
1148,CUST-1148,Apex Customer 1148,Mid-Market,4,2020-10-11,Education
1149,CUST-1149,Apex Customer 1149,SME,5,2020-01-20,Education
1150,CUST-1150,Apex Customer 1150,SME,4,2021-03-16,Manufacturing
1151,CUST-1151,Apex Customer 1151,Mid-Market,1,2021-02-17,Retail
1152,CUST-1152,Apex Customer 1152,Mid-Market,1,2021-10-05,Professional Services
1153,CUST-1153,Apex Customer 1153,Enterprise,5,2021-12-17,Hospitality
1154,CUST-1154,Apex Customer 1154,SME,1,2022-12-01,Education
1155,CUST-1155,Apex Customer 1155,SME,5,2020-01-19,Retail
1156,CUST-1156,Apex Customer 1156,Mid-Market,5,2022-05-12,Education
1157,CUST-1157,Apex Customer 1157,Enterprise,2,2023-03-25,Hospitality
1158,CUST-1158,Apex Customer 1158,SME,2,2023-03-11,Retail
1159,CUST-1159,Apex Customer 1159,SME,6,2020-08-16,Education
1160,CUST-1160,Apex Customer 1160,SME,1,2020-06-22,Hospitality
1161,CUST-1161,Apex Customer 1161,Mid-Market,1,2021-03-25,Education
1162,CUST-1162,Apex Customer 1162,Mid-Market,6,2022-12-15,Education
1163,CUST-1163,Apex Customer 1163,SME,4,2022-12-26,Hospitality
1164,CUST-1164,Apex Customer 1164,Enterprise,6,2023-11-08,Retail
1165,CUST-1165,Apex Customer 1165,Mid-Market,3,2022-12-25,Construction
1166,CUST-1166,Apex Customer 1166,Mid-Market,3,2022-06-24,Manufacturing
1167,CUST-1167,Apex Customer 1167,SME,4,2022-12-25,Professional Services
1168,CUST-1168,Apex Customer 1168,Enterprise,1,2023-11-02,Education
1169,CUST-1169,Apex Customer 1169,Mid-Market,4,2023-07-28,Manufacturing
1170,CUST-1170,Apex Customer 1170,SME,2,2023-02-21,Manufacturing
1171,CUST-1171,Apex Customer 1171,SME,4,2021-06-13,Healthcare
1172,CUST-1172,Apex Customer 1172,SME,2,2023-03-10,Construction
1173,CUST-1173,Apex Customer 1173,Mid-Market,5,2020-04-03,Hospitality
1174,CUST-1174,Apex Customer 1174,SME,2,2022-06-04,Hospitality
1175,CUST-1175,Apex Customer 1175,Enterprise,3,2022-10-10,Healthcare
1176,CUST-1176,Apex Customer 1176,Mid-Market,4,2020-06-20,Construction
1177,CUST-1177,Apex Customer 1177,Mid-Market,4,2021-05-19,Professional Services
1178,CUST-1178,Apex Customer 1178,SME,2,2021-02-08,Construction
1179,CUST-1179,Apex Customer 1179,SME,6,2023-01-28,Hospitality
1180,CUST-1180,Apex Customer 1180,Mid-Market,1,2023-07-23,Construction
1181,CUST-1181,Apex Customer 1181,SME,3,2023-02-01,Professional Services
1182,CUST-1182,Apex Customer 1182,SME,5,2020-07-09,Healthcare
1183,CUST-1183,Apex Customer 1183,Mid-Market,1,2023-05-04,Education
1184,CUST-1184,Apex Customer 1184,SME,5,2022-08-27,Manufacturing
1185,CUST-1185,Apex Customer 1185,SME,2,2021-10-20,Education
1186,CUST-1186,Apex Customer 1186,SME,5,2019-08-01,Construction
1187,CUST-1187,Apex Customer 1187,SME,2,2020-09-23,Healthcare
1188,CUST-1188,Apex Customer 1188,SME,6,2022-11-06,Healthcare
1189,CUST-1189,Apex Customer 1189,Enterprise,3,2022-04-21,Education
1190,CUST-1190,Apex Customer 1190,Mid-Market,5,2020-05-09,Professional Services
1191,CUST-1191,Apex Customer 1191,Enterprise,6,2023-11-11,Healthcare
1192,CUST-1192,Apex Customer 1192,Mid-Market,1,2021-10-10,Education
1193,CUST-1193,Apex Customer 1193,SME,4,2020-04-20,Healthcare
1194,CUST-1194,Apex Customer 1194,Mid-Market,1,2021-02-26,Healthcare
1195,CUST-1195,Apex Customer 1195,Mid-Market,4,2019-05-02,Hospitality
1196,CUST-1196,Apex Customer 1196,Mid-Market,3,2021-05-27,Hospitality
1197,CUST-1197,Apex Customer 1197,Mid-Market,6,2022-05-20,Healthcare
1198,CUST-1198,Apex Customer 1198,Mid-Market,1,2021-09-14,Manufacturing
1199,CUST-1199,Apex Customer 1199,SME,3,2020-10-20,Professional Services
1200,CUST-1200,Apex Customer 1200,Mid-Market,5,2023-04-06,Hospitality
